eid,title,doi,year,journal,all_countries
2-s2.0-0342419562,Preparation of medicinal petroleum jelly using local petroleum waxes,10.1002/ls.3010120107,1999,Lubrication Science,Egypt; Saudi Arabia
2-s2.0-0033306470,Bromhexine-selective PVC membrane electrode based on bromhexinium tetraphenylborate,10.1006/mchj.1999.1723,1999,Microchemical Journal,Egypt; Saudi Arabia
2-s2.0-0033319013,Coordinated design of power system stabilizers and static phase shifters using genetic algorithm,10.1080/073135699268722,1999,Electric Machines and Power Systems,Egypt; Saudi Arabia
2-s2.0-0033165175,Numerical and experimental determination of the feeding distance of aluminum alloys in gravity die casting using an optimized riser shape,10.1080/10426919908914852,1999,Materials and Manufacturing Processes,Egypt; Saudi Arabia
2-s2.0-85072455358,Design of a microprocessor based controller for robotics manipulator,10.4271/1999-01-2642,1999,SAE Technical Papers,Egypt; Saudi Arabia
2-s2.0-0032953247,"Proteins of linseed (Linum usitatissimum L.), extraction and characterization by electrophoresis",,1999,Botanical Bulletin of Academia Sinica,Egypt; Saudi Arabia
2-s2.0-0033379003,Serum lipoprotein (a) levels in chronic renal failure and liver cirrhosis patients. Relationship with atherosclerosis,10.1155/1999/953182,1999,Disease Markers,Egypt; Saudi Arabia
2-s2.0-0032937902,Managerial efficiency under risk for broiler producers in Saudi Arabia,10.1016/S0169-5150(98)00065-6,1999,Agricultural Economics,Egypt; Saudi Arabia
2-s2.0-0033381208,Assessment of erythropoietin levels and some iron indices in chronic renal failure and liver cirrhosis patients,10.1155/1999/947857,1999,Disease Markers,Egypt; Saudi Arabia
2-s2.0-0033241691,The influence of quasinormality of some subgroups of prime power order on the structure of finite groups,,1999,Arabian Journal for Science and Engineering,Egypt; Saudi Arabia
2-s2.0-0346336848,Effect of Roughness Height on the Performance of Stilling Basins,,1999,Arab Gulf Journal of Scientific Research,Egypt; Saudi Arabia
2-s2.0-0032957101,Initial trabeculectomy with intraoperative mitomycin-C application in primary glaucomas,10.3928/1542-8877-19990501-07,1999,Ophthalmic Surgery and Lasers,Egypt; Saudi Arabia
2-s2.0-0032716133,"Synthesis and reactions of 3,4-dicarboxy-5,6-diphenylpyridazine",10.1080/00397919908085887,1999,Synthetic Communications,Egypt; Saudi Arabia
2-s2.0-0032607509,Investigation of complexes of diphenyl-phosphine derivatives by thermal and other physicochemical methods of analyses,10.1023/A:1010108911333,1999,Journal of Thermal Analysis and Calorimetry,Egypt; Saudi Arabia
2-s2.0-0344993939,Ion-selective electrode for the determination of furaltadone,10.1080/00032719908542963,1999,Analytical Letters,Egypt; Saudi Arabia
2-s2.0-3643079709,Relative moisture and moisture deficiency of desiccated expansive cohesive soil deposits,10.1520/gtj11247j,1999,Geotechnical Testing Journal,Egypt; Saudi Arabia
2-s2.0-3843123640,Simulation and Optimization of Industrial FCC Units Using a 4-Lump Kinetic Model,10.1016/S1018-3639(18)31003-1,1999,Journal of King Saud University Engineering Sciences,Egypt; Saudi Arabia
2-s2.0-85072454666,New frequency control technique for useful utilization of stand alone wind turbine system generated power,10.4271/1999-01-2619,1999,SAE Technical Papers,Egypt; Saudi Arabia
2-s2.0-2942519456,A multi-attribute model for selecting the best heat ventilating air conditioning system,10.1080/09720529.1999.10697884,1999,Journal of Discrete Mathematical Sciences and Cryptography,Egypt; Saudi Arabia
2-s2.0-0346544753,Positronium Formation during Inelastic Collisions of Positrons with Sodium Atoms,10.1238/Physica.Regular.059a00108,1999,Physica Scripta,Egypt; Saudi Arabia
2-s2.0-0033095621,Correlation of the heliospheric current sheet tilts to galactic cosmic ray modulations and solar wind speed,10.1016/S0927-6505(98)00049-8,1999,Astroparticle Physics,Egypt; Saudi Arabia
2-s2.0-0033243540,Statistical properties of the odd binomial states with dynamical applications,10.1023/A:1026649317872,1999,International Journal of Theoretical Physics,Egypt; Saudi Arabia
2-s2.0-0032977656,Endoscopic anatomy of the sphenoid sinus,10.1017/s0022215100143361,1999,Journal of Laryngology and Otology,Egypt; Saudi Arabia
2-s2.0-0345504865,Quantum statistical properties of superposition of squeezed and displaced states with thermal noise,10.1080/09500349908231361,1999,Journal of Modern Optics,Czech Republic; Egypt; Saudi Arabia
2-s2.0-0032902625,Response to measles revaccination among toddlers in Saudi Arabia by the use of two different trivalent measles-mumps-rubella vaccines,10.1016/S0035-9203(99)90310-3,1999,Transactions of the Royal Society of Tropical Medicine and Hygiene,Egypt; Saudi Arabia
2-s2.0-0033101625,Cost effective utilities energy plans optimization and management,10.1016/S0196-8904(98)00120-4,1999,Energy Conversion and Management,Egypt; Saudi Arabia
2-s2.0-0347137351,Knowledge and attitudes about reproductive health and HIV/AIDS among family planning clients,,1996,Eastern Mediterranean Health Journal,Egypt; Tunisia; United Kingdom
2-s2.0-0029843507,Valency stabilization of polyvalent ions during gamma irradiation of their aqueous solutions by sacrifical protection: I. valency stabilization of Fe(II) ions by sulphite ions,10.1007/BF02036537,1996,Journal of Radioanalytical and Nuclear Chemistry,Egypt; Tunisia
2-s2.0-0030425138,Valency stabilization of polyvalent ions during gamma-irradiation of their aqueous solutions by sacrificial protection II. Valency stabilization of Ce(IV) by bromate ions,10.1007/BF02039712,1996,Journal of Radioanalytical and Nuclear Chemistry,Egypt; Tunisia
2-s2.0-0032000693,Mixed-mode fracture properties of concrete reinforced with low volume fractions of steel and polypropylene fibers,10.1016/S0958-9465(97)87390-8,1998,Cement and Concrete Composites,Egypt; Tunisia; United States
2-s2.0-0042545218,Magnetic properties of fcc (Co95Fe5)1-xAlx ribbons,,1999,Hyperfine Interactions,Egypt; Tunisia; United States
2-s2.0-0025197151,MED POL survey of organotins in the Mediterranean,10.1016/0025-326X(90)90340-E,1990,Marine Pollution Bulletin,Egypt; Greece; Turkey
2-s2.0-0026939121,Phenylpropanoid glycosides from Marrubium alysson,10.1016/0031-9422(92)83740-P,1992,Phytochemistry,Egypt; Turkey
2-s2.0-0026939702,"Balanitoside, a furostanol glycoside, and 6-methyl-diosgenin from Balanites aegyptiaca",10.1016/0031-9422(92)83728-H,1992,Phytochemistry,Egypt; Turkey
2-s2.0-0001217885,Secoiridoids from Fraxinus angustifolia,10.1016/0031-9422(93)85109-5,1993,Phytochemistry,Egypt; Turkey
2-s2.0-85054558159,Quantitative applications of wellbore images to reservoir analysis,,1993,SPWLA 34th Annual Logging Symposium,Egypt; Turkey; United Arab Emirates; United States
2-s2.0-36449000879,New approach to the determination of eigenvalues and eigenfunctions for a relativistic two-fermion equation,10.1063/1.530158,1993,Journal of Mathematical Physics,Egypt; Turkey; United States
2-s2.0-54349085481,Unified treatment of two-center Coulomb and hybrid integrals with Slater-type orbitals using auxiliary functions,10.1016/0166-1280(94)04027-P,1995,Journal of Molecular Structure THEOCHEM,Egypt; Turkey
2-s2.0-84987080829,"Unified treatment of two‐center Coulomb, hybrid, and exchange integrals over Slater‐type orbitals",10.1002/qua.560540402,1995,International Journal of Quantum Chemistry,Egypt; Turkey
2-s2.0-0029049079,Surgical Treatment of Cholesteatoma in Children,10.1016/S0194-5998(95)70145-1,1995,Otolaryngology Head and Neck Surgery,Egypt; Turkey
2-s2.0-0030169498,Impact of tuning delay on the performance of bandwidth-limited optical broadcast networks with uniform traffic,10.1109/49.510917,1996,IEEE Journal on Selected Areas in Communications,Egypt; Turkey; United States
2-s2.0-0029937699,Normal hearing in acoustic neuroma patients: A critical evaluation,,1996,American Journal of Otology,Egypt; Italy; Turkey
2-s2.0-0030064867,A secoiridoid glucoside from Fraxinus angustifolia,10.1016/0031-9422(95)00815-2,1996,Phytochemistry,Egypt; Turkey
2-s2.0-0030173778,A new framework for determining critical success/failure factors in projects,10.1016/0263-7863(95)00064-X,1996,International Journal of Project Management,Egypt; Turkey
2-s2.0-0342420569,The quality of abortion services in Turkey,10.1016/S0020-7292(96)80008-7,1996,International Journal of Gynecology and Obstetrics,Egypt; Turkey
2-s2.0-0029813679,Diastolic spectrum of left-ventricular hypertrophy: The impact of etiology and coronary artery disease on doppler transmitral velocity,10.1159/000177133,1996,Cardiology Switzerland,Egypt; Turkey
2-s2.0-0030039334,Comparison of controls on development in breeding lines from Australian and CIMMYT/ICARDA winter and facultative wheat breeding programs,10.1071/AR9960001,1996,Australian Journal of Agricultural Research,Australia; Egypt; Turkey
2-s2.0-3743151935,A survey of lice infestation on cattle brought to an abattoir in Istanbul,10.55730/1300-0128.3985,1997,Turkish Journal of Veterinary and Animal Sciences,Egypt; Turkey
2-s2.0-0038909856,Analysis of structural glazing systems,10.1016/S0045-7949(96)00284-2,1997,Computers and Structures,Egypt; Turkey; United States
2-s2.0-0030960741,Respiratory symptoms and lung function in taxi drivers and manual workers,10.1007/BF02694785,1997,Aerobiologia,Egypt; Turkey; United Arab Emirates
2-s2.0-0032436448,Detection and serotyping of Mediterranean plum pox virus isolates by means of strain-specific monoclonal antibodies,,1998,Acta Virologica,Albania; Egypt; Turkey
2-s2.0-0031844512,Larger foraminiferal biostratigraphy of the Tethyan Paleocene and Eocene,,1998,Bulletin De La Societe Geologique De France,Egypt; Spain; Turkey
2-s2.0-0000090446,Quality of Fruit and Oil of Black-Ripe Olives Is Influenced by Cultivar and Storage Period,10.1021/jf9803684,1998,Journal of Agricultural and Food Chemistry,Egypt; Turkey; United States
2-s2.0-0032711160,"Heavy metal accumulation in Mullus barbatus, Merluccius merluccius and Boops boops fish from the Aegean Sea, Turkey",10.1080/096374899100996,1999,International Journal of Food Sciences and Nutrition,Egypt; Turkey
2-s2.0-0344527952,Identification of optimum preprocessing storage conditions to maintain quality of black ripe 'Manzanillo' olives,10.1016/S0925-5214(98)00059-3,1999,Postharvest Biology and Technology,Egypt; Turkey
2-s2.0-0032823466,The current status of intravascular ultrasound imaging,10.1016/s0146-2806(99)90016-6,1999,Current Problems in Cardiology,Egypt; Turkey; United States
2-s2.0-51249172033,Electrohydrodynamic Kelvin-Helmholtz instability conditions for two horizontal interfaces. Effect of a tangential field,10.1007/BF02723073,1990,Il Nuovo Cimento B Series 11,Egypt; United Arab Emirates
2-s2.0-0025677047,"Geology, geochemistry and mineralization of the psammitic gneiss of Wadi Abu-Rusheid, Eastern Desert, Egypt",10.1016/0899-5362(90)90088-V,1990,Journal of African Earth Sciences,Egypt; United Arab Emirates
2-s2.0-0001557081,Hearing the shape of a general doubly connected domain in R3 with impedance boundary conditions,10.1063/1.528837,1990,Journal of Mathematical Physics,Egypt; United Arab Emirates
2-s2.0-0025254158,Clinical and Genetic Study of Xeroderma Pigmentosum,10.1111/j.1365-4362.1990.tb04084.x,1990,International Journal of Dermatology,Egypt; United Arab Emirates
2-s2.0-0001948265,On generalization of the Sinai theorem in the random site problem,10.1063/1.528878,1990,Journal of Mathematical Physics,Egypt; United Arab Emirates
2-s2.0-0942298641,Regular Eigenvalue Problem With Eigenparameter Contained in the Equation and the Boundary Conditions,10.1155/S0161171290000904,1990,International Journal of Mathematics and Mathematical Sciences,Egypt; United Arab Emirates
2-s2.0-0026408491,Inhibition of pitting corrosion of Pb in alkaline chlorate and perchlorate solutions by some inorganic anions,10.1108/eb010199,1991,Anti Corrosion Methods and Materials,Egypt; United Arab Emirates
2-s2.0-0026050823,Edrophonium priming alters the course of neuromuscular recovery from a pipecuronium neuromuscular blockade,10.1007/BF03008449,1991,Canadian Journal of Anaesthesia,Egypt; United Arab Emirates
2-s2.0-0026206978,Secondary ionization processes in laser induced breakdown of electronegative gases,10.1088/0022-3727/24/8/015,1991,Journal of Physics D Applied Physics,Egypt; United Arab Emirates
2-s2.0-4244167416,Polarographic behaviour of phenyl-2-picolylketone-2-pyridylhydrazone and its copper (II) complexes,10.1007/BF01243537,1991,Mikrochimica Acta,Egypt; United Arab Emirates
2-s2.0-25744476220,On the intermediate plateau of conductivity in the percolation transition of ternary systems,10.1016/0375-9601(91)90702-A,1991,Physics Letters A,Egypt; United Arab Emirates
2-s2.0-0025853936,Neostigmine and edrophonium for reversal of pipecuronium neuromuscular blockade,10.1007/BF03008137,1991,Canadian Journal of Anaesthesia,Egypt; United Arab Emirates
2-s2.0-29644438104,Relation between strings and ribbon knots,10.1007/BF00670713,1991,International Journal of Theoretical Physics,Egypt; United Arab Emirates
2-s2.0-44949283156,A Monte Carlo renormalization group study of zero and finite temperature conductivity of a three-phase system,10.1016/0921-4526(91)90019-B,1991,Physica B Physics of Condensed Matter,Egypt; United Arab Emirates
2-s2.0-0025736637,Clinical correlates of intent in attempted suicide,10.1111/j.1600-0447.1991.tb05565.x,1991,Acta Psychiatrica Scandinavica,Egypt; United Arab Emirates
2-s2.0-0026768941,A new approach for insulin delivery via the pulmonary route: Design and pharmacokinetics in non-diabetic rabbits,10.1016/0378-5173(92)90024-V,1992,International Journal of Pharmaceutics,Egypt; United Arab Emirates
2-s2.0-4243863687,"Stoichiometry, properties and kinetics of aprotic reduction of dioxygen by [LCuX]2 (L = N,N-diethylnipecotamide; X = Cl, Br)",10.1016/S0020-1693(00)84965-8,1992,Inorganica Chimica Acta,Egypt; United Arab Emirates
2-s2.0-0010682526,Ground and excited state properties of many-body energies in ln+n f™ ions,10.1080/00268979200101041,1992,Molecular Physics,Egypt; United Arab Emirates
2-s2.0-0026609317,The Dubai Community Psychiatric Survey: I. Prevalence and socio-demographic correlates,10.1007/BF00788506,1992,Social Psychiatry and Psychiatric Epidemiology,Egypt; United Arab Emirates
2-s2.0-84988156373,Comparison of Four Equations to Describe the Kinetics of Lead Desorption from Soils,10.1002/jpln.19921550408,1992,Zeitschrift Fur Pflanzenernahrung Und Bodenkunde,Egypt; United Arab Emirates
2-s2.0-1242323445,Spectroscopic and thermal studies on the diperoxo-citrato complex K2[MoO(O2)2(O7C6H6)] · 1 2H2O2 · 3H2O,10.1016/0022-3697(92)90045-F,1992,Journal of Physics and Chemistry of Solids,Egypt; United Arab Emirates
2-s2.0-85065575112,Knowledge-based system for medical image compression,10.1109/CBMS.1992.244999,1992,Proceedings IEEE Symposium on Computer Based Medical Systems,Egypt; United Arab Emirates
2-s2.0-36449007547,A relation between two perturbation methods generating Padé upper and lower bounds to ground state eigenvalues,10.1063/1.529799,1992,Journal of Mathematical Physics,Egypt; United Arab Emirates
2-s2.0-0009146071,Infinitesimally deformed field and string theories,10.1063/1.529916,1992,Journal of Mathematical Physics,Egypt; United Arab Emirates
2-s2.0-84987067746,Ab initio calculations of many‐body energy expansion in Li nn+F− clusters,10.1002/qua.560410205,1992,International Journal of Quantum Chemistry,Egypt; United Arab Emirates
2-s2.0-0026535880,TINEA VERSICOLOR: HISTOLOGIC AND ULTRASTRUCTURAL INVESTIGATION OF PIGMENTARY CHANGES,10.1111/j.1365-4362.1992.tb03565.x,1992,International Journal of Dermatology,Egypt; United Arab Emirates; United States
2-s2.0-0027699209,An investigation of the wavelength-dependence of threshold intensity of laser-induced breakdown of molecular hydrogen,10.1088/0022-3727/26/11/015,1993,Journal of Physics D Applied Physics,Egypt; United Arab Emirates
2-s2.0-0027421679,Adsorptive stripping voltammetric behavior of gold(III) at a hanging mercury drop electrode in the presence of 1-(2′-pyridylazo)-2-naphthol,10.1016/0003-2670(93)80361-N,1993,Analytica Chimica Acta,Egypt; United Arab Emirates
